model_id,scenario,game,n_messages,rank,word,count,freq
gemma-2-9b-it,baseline_cheap_talk,sh,320,8,keep,42,0.13125
gemma-2-9b-it,baseline_cheap_talk,sh,320,9,mutual,42,0.13125
gemma-2-9b-it,baseline_cheap_talk,sh,320,10,benefit,36,0.1125
gemma-2-9b-it,counterfactual,pd,320,1,cooperate,177,0.553125
gemma-2-9b-it,counterfactual,pd,320,2,streak,164,0.5125
gemma-2-9b-it,counterfactual,pd,320,3,mutual,129,0.403125
gemma-2-9b-it,counterfactual,pd,320,4,defect,120,0.375
gemma-2-9b-it,counterfactual,pd,320,5,benefit,106,0.33125
gemma-2-9b-it,counterfactual,pd,320,6,continue,91,0.284375
gemma-2-9b-it,counterfactual,pd,320,7,positive,59,0.184375
gemma-2-9b-it,counterfactual,pd,320,8,pattern,38,0.11875
gemma-2-9b-it,counterfactual,pd,320,9,payoff,37,0.115625
gemma-2-9b-it,counterfactual,pd,320,10,break,36,0.1125
gemma-2-9b-it,counterfactual,sh,319,1,hare,199,0.6238244514106583
gemma-2-9b-it,counterfactual,sh,319,2,stag,167,0.5235109717868338
gemma-2-9b-it,counterfactual,sh,319,3,choose,132,0.41379310344827586
gemma-2-9b-it,counterfactual,sh,319,4,streak,116,0.36363636363636365
gemma-2-9b-it,counterfactual,sh,319,5,continue,85,0.2664576802507837
gemma-2-9b-it,counterfactual,sh,319,6,chose,81,0.25391849529780564
gemma-2-9b-it,counterfactual,sh,319,7,payoff,74,0.23197492163009403
gemma-2-9b-it,counterfactual,sh,319,8,played,74,0.23197492163009403
gemma-2-9b-it,counterfactual,sh,319,9,successful,61,0.19122257053291536
gemma-2-9b-it,counterfactual,sh,319,10,lower,57,0.1786833855799373
gemma-2-9b-it,framing_business,pd,320,1,investment,292,0.9125
gemma-2-9b-it,framing_business,pd,320,2,returns,274,0.85625
gemma-2-9b-it,framing_business,pd,320,3,continue,164,0.5125
gemma-2-9b-it,framing_business,pd,320,4,contract,158,0.49375
gemma-2-9b-it,framing_business,pd,320,5,partnership,147,0.459375
gemma-2-9b-it,framing_business,pd,320,6,strategy,123,0.384375
gemma-2-9b-it,framing_business,pd,320,7,continued,111,0.346875
gemma-2-9b-it,framing_business,pd,320,8,cooperative,100,0.3125
gemma-2-9b-it,framing_business,pd,320,9,consistent,91,0.284375
gemma-2-9b-it,framing_business,pd,320,10,mutually,86,0.26875
gemma-2-9b-it,framing_business,sh,320,1,investment,287,0.896875
gemma-2-9b-it,framing_business,sh,320,2,stag,286,0.89375
gemma-2-9b-it,framing_business,sh,320,3,returns,252,0.7875
gemma-2-9b-it,framing_business,sh,320,4,strategy,232,0.725
gemma-2-9b-it,framing_business,sh,320,5,partnership,149,0.465625
gemma-2-9b-it,framing_business,sh,320,6,consistent,140,0.4375
gemma-2-9b-it,framing_business,sh,320,7,given,123,0.384375
gemma-2-9b-it,framing_business,sh,320,8,continued,104,0.325
gemma-2-9b-it,framing_business,sh,320,9,maintain,85,0.265625
gemma-2-9b-it,framing_business,sh,320,10,propose,75,0.234375
gemma-2-9b-it,framing_competitive,pd,320,1,win,176,0.55
gemma-2-9b-it,framing_competitive,pd,320,2,expect,105,0.328125
gemma-2-9b-it,framing_competitive,pd,320,3,competition,103,0.321875
gemma-2-9b-it,framing_competitive,pd,320,4,advantage,102,0.31875
gemma-2-9b-it,framing_competitive,pd,320,5,contest,95,0.296875
gemma-2-9b-it,framing_competitive,pd,320,6,don,81,0.253125
gemma-2-9b-it,framing_competitive,pd,320,7,compete,67,0.209375
gemma-2-9b-it,framing_competitive,pd,320,8,edge,63,0.196875
gemma-2-9b-it,framing_competitive,pd,320,9,defect,61,0.190625
gemma-2-9b-it,framing_competitive,pd,320,10,cooperate,54,0.16875
gemma-2-9b-it,framing_competitive,sh,319,1,win,143,0.4482758620689655
gemma-2-9b-it,framing_competitive,sh,319,2,rival,101,0.3166144200626959
gemma-2-9b-it,framing_competitive,sh,319,3,don,91,0.2852664576802508
gemma-2-9b-it,framing_competitive,sh,319,4,advantage,85,0.2664576802507837
gemma-2-9b-it,framing_competitive,sh,319,5,edge,71,0.2225705329153605
gemma-2-9b-it,framing_competitive,sh,319,6,won,70,0.219435736677116
gemma-2-9b-it,framing_competitive,sh,319,7,compete,62,0.19435736677115986
gemma-2-9b-it,framing_competitive,sh,319,8,competition,58,0.18181818181818182
gemma-2-9b-it,framing_competitive,sh,319,9,over,56,0.1755485893416928
gemma-2-9b-it,framing_competitive,sh,319,10,game,55,0.1724137931034483
gemma-2-9b-it,framing_team,pd,320,1,keep,300,0.9375
gemma-2-9b-it,framing_team,pd,320,2,together,284,0.8875
gemma-2-9b-it,framing_team,pd,320,3,team,282,0.88125
gemma-2-9b-it,framing_team,pd,320,4,shared,187,0.584375
gemma-2-9b-it,framing_team,pd,320,5,other,182,0.56875
gemma-2-9b-it,framing_team,pd,320,6,goal,155,0.484375
gemma-2-9b-it,framing_team,pd,320,7,supporting,141,0.440625
gemma-2-9b-it,framing_team,pd,320,8,crushing,109,0.340625
gemma-2-9b-it,framing_team,pd,320,9,achieve,100,0.3125
gemma-2-9b-it,framing_team,pd,320,10,challenge,87,0.271875
gemma-2-9b-it,framing_team,sh,320,1,keep,290,0.90625
gemma-2-9b-it,framing_team,sh,320,2,team,272,0.85
gemma-2-9b-it,framing_team,sh,320,3,stag,233,0.728125
gemma-2-9b-it,framing_team,sh,320,4,together,225,0.703125
gemma-2-9b-it,framing_team,sh,320,5,other,170,0.53125
gemma-2-9b-it,framing_team,sh,320,6,supporting,162,0.50625
gemma-2-9b-it,framing_team,sh,320,7,shared,141,0.440625
gemma-2-9b-it,framing_team,sh,320,8,goal,124,0.3875
gemma-2-9b-it,framing_team,sh,320,9,strong,87,0.271875
gemma-2-9b-it,framing_team,sh,320,10,hare,59,0.184375
gemma-2-9b-it,no_sense,pd,320,1,birds,55,0.171875
gemma-2-9b-it,no_sense,pd,320,2,fly,55,0.171875
gemma-2-9b-it,no_sense,pd,320,3,earth,45,0.140625
gemma-2-9b-it,no_sense,pd,320,4,time,40,0.125
gemma-2-9b-it,no_sense,pd,320,5,flies,40,0.125
gemma-2-9b-it,no_sense,pd,320,6,sunny,35,0.109375
gemma-2-9b-it,no_sense,pd,320,7,day,35,0.109375
gemma-2-9b-it,no_sense,pd,320,8,music,30,0.09375
gemma-2-9b-it,no_sense,pd,320,9,enjoyable,30,0.09375
gemma-2-9b-it,no_sense,pd,320,10,like,30,0.09375
gemma-2-9b-it,no_sense,sh,320,1,birds,55,0.171875
gemma-2-9b-it,no_sense,sh,320,2,fly,55,0.171875
gemma-2-9b-it,no_sense,sh,320,3,earth,45,0.140625
gemma-2-9b-it,no_sense,sh,320,4,time,40,0.125
gemma-2-9b-it,no_sense,sh,320,5,flies,40,0.125
gemma-2-9b-it,no_sense,sh,320,6,sunny,35,0.109375
gemma-2-9b-it,no_sense,sh,320,7,day,35,0.109375
gemma-2-9b-it,no_sense,sh,320,8,music,30,0.09375
gemma-2-9b-it,no_sense,sh,320,9,enjoyable,30,0.09375
gemma-2-9b-it,no_sense,sh,320,10,like,30,0.09375
Llama-3.1-8B-Instruct,baseline_cheap_talk,pd,320,1,cooperate,170,0.53125
Llama-3.1-8B-Instruct,baseline_cheap_talk,pd,320,2,maintain,142,0.44375
Llama-3.1-8B-Instruct,baseline_cheap_talk,pd,320,3,cooperating,115,0.359375
Llama-3.1-8B-Instruct,baseline_cheap_talk,pd,320,4,cooperation,98,0.30625
Llama-3.1-8B-Instruct,baseline_cheap_talk,pd,320,5,payoffs,95,0.296875
Llama-3.1-8B-Instruct,baseline_cheap_talk,pd,320,6,continue,93,0.290625
Llama-3.1-8B-Instruct,baseline_cheap_talk,pd,320,7,cooperative,68,0.2125
Llama-3.1-8B-Instruct,baseline_cheap_talk,pd,320,8,beneficial,55,0.171875
Llama-3.1-8B-Instruct,baseline_cheap_talk,pd,320,9,relationship,54,0.16875
Llama-3.1-8B-Instruct,baseline_cheap_talk,pd,320,10,future,53,0.165625
Llama-3.1-8B-Instruct,baseline_cheap_talk,sh,320,1,stag,255,0.796875
Llama-3.1-8B-Instruct,baseline_cheap_talk,sh,320,2,cooperate,148,0.4625
Llama-3.1-8B-Instruct,baseline_cheap_talk,sh,320,3,choose,134,0.41875
Llama-3.1-8B-Instruct,baseline_cheap_talk,sh,320,4,maintain,130,0.40625
Llama-3.1-8B-Instruct,baseline_cheap_talk,sh,320,5,cooperative,113,0.353125
Llama-3.1-8B-Instruct,baseline_cheap_talk,sh,320,6,choosing,94,0.29375
Llama-3.1-8B-Instruct,baseline_cheap_talk,sh,320,7,payoffs,91,0.284375
Llama-3.1-8B-Instruct,baseline_cheap_talk,sh,320,8,continue,85,0.265625
Llama-3.1-8B-Instruct,baseline_cheap_talk,sh,320,9,maximize,83,0.259375
Llama-3.1-8B-Instruct,baseline_cheap_talk,sh,320,10,cooperation,77,0.240625
Llama-3.1-8B-Instruct,counterfactual,pd,319,1,cooperate,299,0.9373040752351097
Llama-3.1-8B-Instruct,counterfactual,pd,319,2,payoff,254,0.7962382445141066
Llama-3.1-8B-Instruct,counterfactual,pd,319,3,cumulative,137,0.42946708463949845
Llama-3.1-8B-Instruct,counterfactual,pd,319,4,increase,123,0.38557993730407525
Llama-3.1-8B-Instruct,counterfactual,pd,319,5,reinforcing,96,0.30094043887147337
Llama-3.1-8B-Instruct,counterfactual,pd,319,6,setting,87,0.2727272727272727
Llama-3.1-8B-Instruct,counterfactual,pd,319,7,total,79,0.2476489028213166
Llama-3.1-8B-Instruct,counterfactual,pd,319,8,cooperative,63,0.1974921630094044
Llama-3.1-8B-Instruct,counterfactual,pd,319,9,streak,58,0.18181818181818182
Llama-3.1-8B-Instruct,counterfactual,pd,319,10,combined,55,0.1724137931034483
Llama-3.1-8B-Instruct,counterfactual,sh,319,1,choose,286,0.896551724137931
Llama-3.1-8B-Instruct,counterfactual,sh,319,2,stag,280,0.877742946708464
Llama-3.1-8B-Instruct,counterfactual,sh,319,3,increase,132,0.41379310344827586
Llama-3.1-8B-Instruct,counterfactual,sh,319,4,streak,129,0.4043887147335423
Llama-3.1-8B-Instruct,counterfactual,sh,319,5,payoffs,122,0.3824451410658307
Llama-3.1-8B-Instruct,counterfactual,sh,319,6,cooperative,108,0.3385579937304075
Llama-3.1-8B-Instruct,counterfactual,sh,319,7,payoff,102,0.31974921630094044
Llama-3.1-8B-Instruct,counterfactual,sh,319,8,cumulative,97,0.30407523510971785
Llama-3.1-8B-Instruct,counterfactual,sh,319,9,cooperation,73,0.22884012539184953
Llama-3.1-8B-Instruct,counterfactual,sh,319,10,reinforcing,70,0.219435736677116
Llama-3.1-8B-Instruct,framing_business,pd,320,1,contract,290,0.90625
Llama-3.1-8B-Instruct,framing_business,pd,320,2,returns,225,0.703125
Llama-3.1-8B-Instruct,framing_business,pd,320,3,investment,222,0.69375
Llama-3.1-8B-Instruct,framing_business,pd,320,4,risk,192,0.6
Llama-3.1-8B-Instruct,framing_business,pd,320,5,partnership,163,0.509375
Llama-3.1-8B-Instruct,framing_business,pd,320,6,mutual,125,0.390625
Llama-3.1-8B-Instruct,framing_business,pd,320,7,joint,121,0.378125
Llama-3.1-8B-Instruct,framing_business,pd,320,8,commitment,120,0.375
Llama-3.1-8B-Instruct,framing_business,pd,320,9,reaffirm,102,0.31875
Llama-3.1-8B-Instruct,framing_business,pd,320,10,prioritizes,98,0.30625
Llama-3.1-8B-Instruct,framing_business,sh,320,1,contract,270,0.84375
Llama-3.1-8B-Instruct,framing_business,sh,320,2,investment,227,0.709375
Llama-3.1-8B-Instruct,framing_business,sh,320,3,risk,210,0.65625
Llama-3.1-8B-Instruct,framing_business,sh,320,4,returns,183,0.571875
Llama-3.1-8B-Instruct,framing_business,sh,320,5,partnership,169,0.528125
Llama-3.1-8B-Instruct,framing_business,sh,320,6,strategy,102,0.31875
Llama-3.1-8B-Instruct,framing_business,sh,320,7,commitment,96,0.3
Llama-3.1-8B-Instruct,framing_business,sh,320,8,joint,94,0.29375
Llama-3.1-8B-Instruct,framing_business,sh,320,9,consistent,92,0.2875
Llama-3.1-8B-Instruct,framing_business,sh,320,10,reaffirm,89,0.278125
Llama-3.1-8B-Instruct,framing_competitive,pd,315,1,edge,211,0.6698412698412698
Llama-3.1-8B-Instruct,framing_competitive,pd,315,2,take,162,0.5142857142857142
Llama-3.1-8B-Instruct,framing_competitive,pd,315,3,compete,140,0.4444444444444444
Llama-3.1-8B-Instruct,framing_competitive,pd,315,4,win,119,0.37777777777777777
Llama-3.1-8B-Instruct,framing_competitive,pd,315,5,rival,109,0.346031746031746
Llama-3.1-8B-Instruct,framing_competitive,pd,315,6,fiercely,83,0.2634920634920635
Llama-3.1-8B-Instruct,framing_competitive,pd,315,7,cooperate,70,0.2222222222222222
Llama-3.1-8B-Instruct,framing_competitive,pd,315,8,don,64,0.20317460317460317
Llama-3.1-8B-Instruct,framing_competitive,pd,315,9,defect,59,0.1873015873015873
Llama-3.1-8B-Instruct,framing_competitive,pd,315,10,outcompete,54,0.17142857142857143
Llama-3.1-8B-Instruct,framing_competitive,sh,318,1,take,155,0.48742138364779874
Llama-3.1-8B-Instruct,framing_competitive,sh,318,2,edge,147,0.46226415094339623
Llama-3.1-8B-Instruct,framing_competitive,sh,318,3,win,139,0.4371069182389937
Llama-3.1-8B-Instruct,framing_competitive,sh,318,4,rival,112,0.3522012578616352
Llama-3.1-8B-Instruct,framing_competitive,sh,318,5,compete,97,0.3050314465408805
Llama-3.1-8B-Instruct,framing_competitive,sh,318,6,time,91,0.2861635220125786
Llama-3.1-8B-Instruct,framing_competitive,sh,318,7,outcompete,82,0.2578616352201258
Llama-3.1-8B-Instruct,framing_competitive,sh,318,8,who,65,0.20440251572327045
Llama-3.1-8B-Instruct,framing_competitive,sh,318,9,don,60,0.18867924528301888
Llama-3.1-8B-Instruct,framing_competitive,sh,318,10,stag,57,0.1792452830188679
Llama-3.1-8B-Instruct,framing_team,pd,320,1,together,317,0.990625
Llama-3.1-8B-Instruct,framing_team,pd,320,2,shared,314,0.98125
Llama-3.1-8B-Instruct,framing_team,pd,320,3,team,309,0.965625
Llama-3.1-8B-Instruct,framing_team,pd,320,4,goal,308,0.9625
Llama-3.1-8B-Instruct,framing_team,pd,320,5,achieve,303,0.946875
Llama-3.1-8B-Instruct,framing_team,pd,320,6,work,295,0.921875
Llama-3.1-8B-Instruct,framing_team,pd,320,7,maximizing,233,0.728125
Llama-3.1-8B-Instruct,framing_team,pd,320,8,score,168,0.525
Llama-3.1-8B-Instruct,framing_team,pd,320,9,collective,150,0.46875
Llama-3.1-8B-Instruct,framing_team,pd,320,10,cohesive,126,0.39375
Llama-3.1-8B-Instruct,framing_team,sh,320,1,together,310,0.96875
Llama-3.1-8B-Instruct,framing_team,sh,320,2,shared,297,0.928125
Llama-3.1-8B-Instruct,framing_team,sh,320,3,team,294,0.91875
Llama-3.1-8B-Instruct,framing_team,sh,320,4,work,292,0.9125
Llama-3.1-8B-Instruct,framing_team,sh,320,5,goal,282,0.88125
Llama-3.1-8B-Instruct,framing_team,sh,320,6,achieve,275,0.859375
Llama-3.1-8B-Instruct,framing_team,sh,320,7,maximizing,217,0.678125
Llama-3.1-8B-Instruct,framing_team,sh,320,8,score,213,0.665625
Llama-3.1-8B-Instruct,framing_team,sh,320,9,cohesive,155,0.484375
Llama-3.1-8B-Instruct,framing_team,sh,320,10,cumulative,118,0.36875
Llama-3.1-8B-Instruct,no_sense,pd,320,1,birds,55,0.171875
Llama-3.1-8B-Instruct,no_sense,pd,320,2,fly,55,0.171875
Llama-3.1-8B-Instruct,no_sense,pd,320,3,earth,45,0.140625
Llama-3.1-8B-Instruct,no_sense,pd,320,4,time,40,0.125
Llama-3.1-8B-Instruct,no_sense,pd,320,5,flies,40,0.125
Llama-3.1-8B-Instruct,no_sense,pd,320,6,sunny,35,0.109375
Llama-3.1-8B-Instruct,no_sense,pd,320,7,day,35,0.109375
Llama-3.1-8B-Instruct,no_sense,pd,320,8,music,30,0.09375
Llama-3.1-8B-Instruct,no_sense,pd,320,9,enjoyable,30,0.09375
Llama-3.1-8B-Instruct,no_sense,pd,320,10,like,30,0.09375
Llama-3.1-8B-Instruct,no_sense,sh,319,1,birds,54,0.16927899686520376
Llama-3.1-8B-Instruct,no_sense,sh,319,2,fly,54,0.16927899686520376
Llama-3.1-8B-Instruct,no_sense,sh,319,3,earth,45,0.14106583072100312
Llama-3.1-8B-Instruct,no_sense,sh,319,4,time,40,0.12539184952978055
Llama-3.1-8B-Instruct,no_sense,sh,319,5,flies,40,0.12539184952978055
Llama-3.1-8B-Instruct,no_sense,sh,319,6,sunny,35,0.109717868338558
Llama-3.1-8B-Instruct,no_sense,sh,319,7,day,35,0.109717868338558
Llama-3.1-8B-Instruct,no_sense,sh,319,8,music,30,0.09404388714733543
Llama-3.1-8B-Instruct,no_sense,sh,319,9,enjoyable,30,0.09404388714733543
Llama-3.1-8B-Instruct,no_sense,sh,319,10,like,30,0.09404388714733543
